,NUTS_code,lat,lng
559,DEB25,49.7164,6.71218
560,DEB3,49.5246,7.874955
561,DEB31,49.5297,8.366315
562,DEB32,49.4242,7.747895
563,DEB33,49.20735,8.119209999999999
564,DEB34,49.491200000000006,8.39215
565,DEB35,49.987899999999996,8.261865
566,DEB36,49.35,8.158485
567,DEB37,49.1956,7.59413
568,DEB38,49.3125,8.431345
569,DEB39,49.6588,8.351289999999999
570,DEB3A,49.25295,7.356625
571,DEB3B,49.74565,8.192314999999999
572,DEB3C,49.46795,8.073195
573,DEB3D,49.62115,7.924325
574,DEB3E,49.13165,8.240739999999999
575,DEB3F,49.4562,7.679905
576,DEB3G,49.5398,7.4779599999999995
577,DEB3H,49.171549999999996,8.084745
578,DEB3I,49.42245,8.365305
579,DEB3J,49.92555,8.032435
580,DEB3K,49.206450000000004,7.61852
581,DEC,49.37565,6.884595000000001
582,DEC0,49.37565,6.884595000000001
583,DEC01,49.2448,6.926465
584,DEC02,49.4928,6.662775
585,DEC03,49.37205,7.10473
586,DEC04,49.36025,6.773154999999999
587,DEC05,49.26155,7.232330000000001
588,DEC06,49.53545,7.098185
589,DED,50.90985,13.4544
590,DED2,51.15455,14.118
591,DED21,51.075199999999995,13.77295
592,DED2C,51.2928,14.23225
593,DED2D,51.20055,14.742550000000001
594,DED2E,51.235200000000006,13.52735
595,DED2F,50.89595,13.905100000000001
596,DED4,50.7012,12.761849999999999
597,DED41,50.81675,12.91385
598,DED42,50.605450000000005,12.97975
599,DED43,50.932,13.13475
600,DED44,50.42425,12.22765
601,DED45,50.7352,12.51565
602,DED5,51.31425,12.6789
603,DED51,51.340450000000004,12.392949999999999
604,DED52,51.213800000000006,12.54505
605,DED53,51.432950000000005,12.67935
606,DEE,51.9894,11.86145
607,DEE0,51.9894,11.86145
608,DEE01,51.852050000000006,12.228449999999999
609,DEE02,51.47425,11.955
610,DEE03,52.1148,11.64215
611,DEE04,52.66395,11.19585
612,DEE05,51.81765,12.2189
613,DEE06,52.286550000000005,12.01085
614,DEE07,52.198949999999996,11.3932
615,DEE08,51.128550000000004,11.8392
616,DEE09,51.8115,10.9814
617,DEE0A,51.53485,11.323799999999999
618,DEE0B,51.455650000000006,11.8139
619,DEE0C,51.85315,11.6296
620,DEE0D,52.68375,11.822949999999999
621,DEE0E,51.8356,12.721499999999999
622,DEF,54.46925,11.1586
623,DEF0,54.46925,11.1586
624,DEF01,54.7876,9.431519999999999
625,DEF02,54.34415,10.12585
626,DEF03,53.8983,10.761600000000001
627,DEF04,54.0753,9.992339999999999
628,DEF05,54.127700000000004,9.125834999999999
629,DEF06,53.58755,10.5943
630,DEF07,54.66235,8.80217
631,DEF08,54.46925,11.1586
632,DEF09,53.725300000000004,9.715634999999999
633,DEF0A,54.2442,10.36985
634,DEF0B,54.324349999999995,9.75499
635,DEF0C,54.5813,9.546790000000001
636,DEF0D,53.86805,10.157519999999998
637,DEF0E,53.901650000000004,9.53204
638,DEF0F,53.7076,10.3026
639,DEG,50.935100000000006,11.265725
640,DEG0,50.935100000000006,11.265725
641,DEG01,50.98715,11.01685
642,DEG02,50.89485,12.0811
643,DEG03,50.9367,11.5853
644,DEG04,50.62225,10.689599999999999
645,DEG05,50.9707,11.3217
646,DEG06,51.3827,10.225769999999999
647,DEG07,51.50595,10.729299999999999
648,DEG09,51.19135,10.55395
649,DEG0A,51.316100000000006,10.9788
650,DEG0B,50.62605,10.395
651,DEG0C,50.9084,10.68545
652,DEG0D,51.17065,11.1738
653,DEG0E,50.4067,10.74485
654,DEG0F,50.73295,10.9778
655,DEG0G,50.95465,11.4036
656,DEG0H,50.3999,11.1058
657,DEG0I,50.6201,11.30105
658,DEG0J,50.91915,11.72255
659,DEG0K,50.581199999999995,11.713650000000001
660,DEG0L,50.7549,12.092600000000001
661,DEG0M,50.954750000000004,12.4304
662,DEG0N,50.99025,10.287099999999999
663,DEG0P,50.883250000000004,10.246625
664,DK,55.87185,10.6058
665,DK0,55.87185,10.6058
666,DK01,55.833,11.962
667,DK011,55.64085,12.56715
668,DK012,55.7008,12.3673
669,DK013,55.833,11.962
670,DK014,55.1389,14.92065
671,DK02,54.97365,12.32685
672,DK021,55.5914,12.0713
673,DK022,54.97365,12.32685
674,DK03,54.942350000000005,10.7957
675,DK031,54.942350000000005,10.7957
676,DK032,55.39335,9.073965000000001
677,DK04,55.87185,10.6058
678,DK041,56.30325,8.947705
679,DK042,55.87185,10.6058
680,DK05,56.8105,9.749055
681,DK050,56.8105,9.749055
682,EE,58.88755,22.55655
683,EE0,58.88755,22.55655
684,EE00,58.88755,22.55655
685,EE001,59.32795,24.8429
686,EE004,58.88755,22.55655
687,EE006,59.1319,25.514400000000002
688,EE007,59.143299999999996,27.459200000000003
689,EE008,58.2394,26.3992
690,EL,37.4587,25.38615
691,EL3,37.723200000000006,23.49145
692,EL30,37.723200000000006,23.49145
693,EL301,38.0456,23.855
694,EL302,38.0022,23.6463
695,EL303,37.98765,23.754649999999998
696,EL304,37.916,23.73925
697,EL305,38.004549999999995,23.8598
698,EL306,38.10755,23.4182
699,EL307,37.723200000000006,23.49145
700,EL4,37.4587,25.38615
701,EL41,37.60395,26.17005
702,EL411,39.908950000000004,25.246450000000003
703,EL412,37.60395,26.17005
704,EL413,38.36745,25.99615
705,EL42,37.4587,25.38615
706,EL421,36.5769,26.36665
707,EL422,37.4587,25.38615
708,EL43,35.3126,24.9151
